GIA;Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;13_Часть В;14_Часть В;15_Часть В;16_Часть В;17_Часть В;18_Часть В;Часть С;1_Часть С;2_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
1;216044;"МБОУ ""ООШ № 19 с. Ключи""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+++-+++++--+;+;+;+;+;+;-;+;+;+;-;+;+;+;+;+;-;-;+;0(2)0(2);0;0;;14;63;0;4
1;252106;"Лицей - интернат №5 ОАО ""РЖД"" г. Красный Кут";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++-++-+---+----+--;+;+;-;+;+;-;+;-;-;-;+;-;-;-;-;+;-;-;0(2)0(2);0;0;;7;31;0;3
1;217073;МОУ - СОШ с. Журавлёвка Краснокутского района Саратовской области;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+++++++++-++;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;-;+;+;2(2)0(2);2;0;;18;81;0;5
1;218073;"МОУ ""СОШ п. Петровский""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++-++++++----+--+;+;+;+;-;+;+;+;+;+;+;-;-;-;-;+;-;-;+;0(2)0(2);0;0;;11;50;0;3
1;219013;"МБОУ ""Средняя общеобразовательная школа №1 р.п. Лысые Горы Саратовской области>";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;+-+++-+--++--+++--;+;-;+;+;+;-;+;-;-;+;+;-;-;+;+;+;-;-;0(2)0(2);0;0;;10;45;0;3
1;220053;МОУ - СОШ с. Баскатовка Марксовского района;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++-+-+-+--+-+++;+;+;+;+;+;-;+;-;+;-;+;-;-;+;-;+;+;+;2(2)2(2);2;2;;16;72;0;4
1;201013;МБОУ СОШ № 1 с. Александров-Гай Александрово-Гайского района;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;-+++--++-+---+-+++;-;+;+;+;-;-;+;+;-;+;-;-;-;+;-;+;+;+;0(2)0(2);0;0;;10;45;0;3
1;201053;МБОУ СОШ с. Новоалександровка имени Героя Советского Союза Ф.Д.Глухова Александрово-Гайского района;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;83584;-++-+++-----------;-;+;+;-;+;+;+;-;-;-;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;5;22;0;3
1;202023;МБОУ - СОШ № 2 города Аркадака;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+---+-----------+-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;-;0(2)0(2);0;0;;3;13;0;2
1;203053;МОУ - СОШ № 8 г. Аткарска Саратовской области;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++--+-+++-+-----;+;+;+;+;-;-;+;-;+;+;+;-;+;-;-;-;-;-;0(2)0(2);0;0;;9;40;0;3
1;203084;МОУ - ООШ посёлка Тургенево Аткарского района Саратовской области;Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;--+-+-+-+-++----+-;-;-;+;-;+;-;+;-;+;-;+;+;-;-;-;-;+;-;0(2)0(2);0;0;;7;31;0;3
1;204013;"МБОУ ""СОШ № 1 р.п. Базарный Карабулак Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+--+++++++-+++++--;+;-;-;+;+;+;+;+;+;+;-;+;+;+;+;+;-;-;0(2)1(2);0;1;;14;63;0;4
1;204023;"МБОУ ""СОШ № 2 р.п. Базарный-Карабулак""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+++++++++-++;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;-;+;+;0(2)2(2);0;2;;18;81;0;5
1;204193;"МБОУ ""СОШ с. Яковлевка Базарно-Карабулакского района""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;205013;МАОУ СОШ № 2;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации, не завершивший основное общее образование в предыдущие годы;5;Информатика;76449;+-+-+----------++-;+;-;+;-;+;-;-;-;-;-;-;-;-;-;-;+;+;-;1(2)0(2);1;0;;6;27;0;3
1;205015;МАОУ Гимназия № 1;Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++-+++++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;205016;МАОУ Лицей № 1;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++++++-+++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;205016;МАОУ Лицей № 1;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-++++++++++++;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;2(2)0(2);2;0;;19;86;0;5
1;205026;МАОУ Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;205063;МАОУ СОШ № 11;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации, не завершивший основное общее образование в предыдущие годы;5;Информатика;73202;---+-+-+--+-----+-;-;-;-;+;-;+;-;+;-;-;+;-;-;-;-;-;+;-;0(2)0(2);0;0;;5;22;0;3
